text_id,body_id,relation_score
0007a83a,0007a85b,0.9892935752868652
0007a854,0007a855,0.9770528078079224
0007a870,0007a844,0.96796452999115
0007a845,0007a862,0.9429337978363036
0007a842,0007a862,0.9133780002593994
0007a83e,0007a864,0.9062844514846802
0007a84b,0007a84c,0.8840284943580627
0007a849,0007a86f,0.8679049015045166
0007a86c,0007a856,0.8396044373512268
0007a871,0007a861,0.8282104134559631
0007a84e,0007a861,0.7959660291671753
0007a859,0007a85c,0.6607258915901184
0007a86b,0007a85a,0.5314430594444275
0007a852,0007a858,0.3869937062263489
0007a86c,0007a844,0.3077676594257355
0007a84b,0007a855,0.280569851398468
0007a86b,0007a85b,0.1530954390764236
0007a83b,0007a873,0.1501821875572204
0007a83e,0007a873,0.1473094969987869
0007a859,0007a861,0.1411527395248413
0007a852,0007a86f,0.1398376822471618
0007a849,0007a85b,0.1035169437527656
0007a852,0007a85a,0.0982756540179252
0007a83b,0007a864,0.0942272171378135
0007a84e,0007a85c,0.0913931727409362
0007a86b,0007a858,0.0803381353616714
0007a871,0007a85c,0.0700529739260673
0007a845,0007a857,0.0526967085897922
0007a86b,0007a86f,0.0442136041820049
0007a870,0007a85c,0.0356933884322643
0007a83a,0007a86f,0.0352515615522861
0007a852,0007a85b,0.0316336266696453
0007a859,0007a844,0.0309680756181478
0007a842,0007a864,0.0309508722275495
0007a870,0007a856,0.0297038741409778
0007a86c,0007a862,0.0274818819016218
0007a854,0007a84c,0.0265507400035858
0007a871,0007a844,0.026170639321208
0007a842,0007a873,0.0261446274816989
0007a852,0007a855,0.0251205693930387
0007a849,0007a858,0.0244277790188789
0007a871,0007a856,0.0244011338800191
0007a845,0007a873,0.0240679215639829
0007a871,0007a862,0.0237415824085474
0007a871,0007a864,0.0235275812447071
0007a871,0007a873,0.0222025290131568
0007a83a,0007a85a,0.0214894507080316
0007a86c,0007a861,0.0213357638567686
0007a845,0007a864,0.020503643900156
0007a84e,0007a864,0.0197519306093454
0007a83e,0007a862,0.019327001646161
0007a86c,0007a85c,0.0171556137502193
0007a870,0007a861,0.0169488508254289
0007a871,0007a857,0.0168313439935445
0007a84e,0007a873,0.0146083710715174
0007a854,0007a86f,0.0142033714801073
0007a84e,0007a862,0.0132194506004452
0007a84e,0007a844,0.012095695361495
