text_id,body_id,relation_score
000741d7,000741c8,0.9911359548568726
000741cc,000741d5,0.9908419847488404
000741c3,000741c8,0.9508189558982848
000741c5,000741c8,0.9005128145217896
000741c5,000741cd,0.8229959011077881
000741d7,000741c1,0.8203676342964172
000741ca,000741d6,0.6870999932289124
000741d4,000741cf,0.6414827704429626
000741d3,000741cf,0.5244308114051819
000741d7,000741cd,0.4659739732742309
000741c7,000741d0,0.4206153750419616
000741c7,000741d6,0.3345775604248047
000741cc,000741d6,0.3104225993156433
000741c3,000741c1,0.2913178205490112
000741c5,000741c1,0.2017203569412231
000741d4,000741d6,0.1719598770141601
000741d4,000741c8,0.1714690625667572
000741c7,000741d5,0.1528107970952987
000741ca,000741c8,0.1384864449501037
000741d3,000741c8,0.1313380748033523
000741ca,000741d5,0.1179045885801315
000741c7,000741c8,0.1136920452117919
000741d4,000741cd,0.1135907769203186
000741d3,000741d6,0.1114105731248855
000741d4,000741d5,0.1033998057246208
000741c3,000741cd,0.0931300520896911
000741c3,000741cf,0.0883789211511612
000741cc,000741c8,0.087885782122612
000741c5,000741cf,0.0775842517614364
000741d3,000741d5,0.0720984041690826
000741ca,000741cf,0.0696199685335159
000741d4,000741c1,0.0641271248459816
000741d3,000741cd,0.056169543415308
000741d7,000741cf,0.051115233451128
000741c7,000741cd,0.0507516339421272
000741cc,000741cd,0.0503805615007877
000741c5,000741d6,0.0494309067726135
000741cc,000741cf,0.0482959039509296
000741c3,000741d6,0.0456810854375362
000741ca,000741c1,0.0446423552930355
000741ca,000741cd,0.0403009802103042
000741d3,000741c1,0.0396640263497829
000741cc,000741c1,0.0366684049367904
000741c7,000741cf,0.0349235981702804
000741ca,000741d0,0.034872680902481
000741d7,000741d6,0.0337351337075233
000741d4,000741d0,0.0330021269619464
000741c5,000741d5,0.0281626619398593
000741c3,000741d5,0.0250950194895267
000741c7,000741c1,0.0249032042920589
000741d3,000741d0,0.020349970087409
000741d7,000741d5,0.0174908470362424
000741cc,000741d0,0.0160665996372699
000741c3,000741d0,0.0046993624418973
000741d7,000741d0,0.0031844733748584
000741c5,000741d0,0.0023755016736686
00074203,000741dd,0.9573090076446532
00074206,00074208,0.9381322860717772
000741e5,000741f7,0.9067831039428712
000741ee,00074201,0.8999930024147034
000741e8,00074208,0.8056842684745789
000741f1,00074210,0.7866016030311584
000741ed,000741f8,0.7782406210899353
000741f0,000741da,0.7755959630012512
00074212,0007420e,0.7741515040397644
000741d9,00074215,0.7675707936286926
0007420a,000741dd,0.7653086185455322
0007420a,000741ff,0.7327699065208435
000741f1,00074204,0.7289119362831116
000741fc,000741da,0.7178059816360474
000741f6,000741f7,0.7026802897453308
000741f5,000741f4,0.5344898700714111
000741f6,00074211,0.499260812997818
0007420a,00074208,0.3841398656368255
000741e1,000741f8,0.3765341639518738
000741d9,000741ec,0.3534971475601196
000741e8,0007420c,0.3354406952857971
000741f1,000741de,0.3200057744979858
000741e7,000741ec,0.3009542226791382
00074203,000741ff,0.2906223237514496
000741e7,00074215,0.2841631174087524
0007420b,000741ff,0.2798590362071991
0007420b,000741dd,0.2785052359104156
000741f0,000741ef,0.2744666934013366
00074206,0007420c,0.2582277953624725
000741d9,000741e2,0.238618791103363
0007420b,00074208,0.2366572171449661
000741f1,000741dc,0.233728289604187
000741ed,000741da,0.1975669711828231
000741fc,000741ef,0.1957377195358276
000741e1,000741da,0.1836642920970916
000741ed,00074215,0.1771029233932495
00074203,00074208,0.1757210791110992
000741e1,00074215,0.1527188271284103
0007420b,00074210,0.1449594795703888
00074206,000741ff,0.1373839527368545
000741e1,000741ec,0.1366666108369827
000741e8,000741dd,0.1225235685706138
0007420a,0007420c,0.1178842410445213
000741e7,000741da,0.116647683084011
000741e5,00074211,0.1161331832408905
000741d9,000741da,0.1110695302486419
000741d9,000741f8,0.1061240285634994
000741ed,000741ef,0.1051315292716026
000741f5,0007420e,0.0984437987208366
0007420b,00074202,0.0971702858805656
000741e1,000741ef,0.0953029543161392
000741ed,000741ec,0.0951669588685035
000741e7,000741f8,0.0884887799620628
0007420b,000741de,0.074954830110073
000741e5,00074201,0.0728676691651344
0007420b,0007420c,0.069077044725418
0007420b,00074204,0.0683550089597702
0007420b,000741dc,0.0672810152173042
000741e8,000741ff,0.059658408164978
0007420a,00074210,0.0572837851941585
000741e7,000741e2,0.056344661861658
000741ed,000741e2,0.0544461980462074
000741ee,000741f7,0.0538832060992717
000741f0,00074215,0.0514344833791255
000741e1,000741e2,0.0502628572285175
00074206,000741dd,0.0492176488041877
000741d9,000741ef,0.0485298298299312
0007420a,000741de,0.0457462295889854
000741f0,0007420e,0.0452663525938987
000741f6,00074201,0.0414531864225864
0007420a,00074204,0.0413122363388538
000741e5,000741dd,0.0382536388933658
0007420b,000741f7,0.0382421910762786
0007420a,000741dc,0.0371709056198596
0007420a,000741f7,0.0361398607492446
000741d9,0007420e,0.0346714369952678
000741ed,0007420e,0.0336923040449619
000741e5,00074208,0.0325813256204128
000741f0,000741ec,0.032429426908493
0007420b,00074211,0.0323042422533035
0007420a,00074211,0.0311314202845096
0007420a,00074201,0.0310451127588748
000741e1,0007420e,0.0302836447954177
0007420a,00074202,0.0302245244383811
000741e8,00074210,0.0297830551862716
000741e7,000741ef,0.0273458342999219
00074212,000741da,0.0270343422889709
000741f1,000741dd,0.026761457324028
000741e7,0007420e,0.0265519246459007
000741e5,000741ff,0.0259987600147724
000741f6,00074210,0.0232193619012832
000741f6,000741dd,0.0229424238204956
000741fc,0007420e,0.0224273856729269
000741e5,00074210,0.0221513025462627
0007420b,00074201,0.0217029619961977
00074203,00074210,0.0211779717355966
000741f1,000741ff,0.0200646910816431
000741f6,00074208,0.0200131218880414
000741f1,00074208,0.0199433732777833
000741e8,00074204,0.0194290969520807
000741f6,00074204,0.0190185979008674
000741e8,000741dc,0.0188853051513433
00074203,000741de,0.0187115520238876
00074206,00074210,0.0183734539896249
000741e5,000741de,0.0182360634207725
000741e8,000741f7,0.0181258264929056
00074212,000741f4,0.0177691336721181
000741e5,0007420c,0.0175741333514451
000741e8,000741de,0.0171206183731555
00074206,000741f7,0.0170147437602281
000741e5,00074204,0.0167522709816694
000741f0,000741e2,0.0165343005210161
000741f6,000741ff,0.0154891852289438
000741f6,000741de,0.0149339344352483
000741f0,000741f4,0.0146953538060188
00074206,00074204,0.0143470345064997
