text_id,body_id,relation_score
0006dcc8,0006dcf1,0.9749009013175964
0006dcce,0006dcee,0.9283391237258912
0006dcfe,0006dcf5,0.8847693800926208
0006dcec,0006dcca,0.8711085319519043
0006dcf8,0006dcf4,0.8630383014678955
0006dce6,0006dced,0.8322417140007019
0006dccf,0006dcfd,0.8079518675804138
0006dcfa,0006dcf5,0.8006540536880493
0006dccf,0006dcca,0.7892655730247498
0006dd00,0006dceb,0.7857100963592529
0006dcdd,0006dce3,0.7342692613601685
0006dcc9,0006dcf6,0.7241237163543701
0006dcdf,0006dcd0,0.7048510909080505
0006dcf3,0006dce3,0.6575229167938232
0006dce7,0006dcfb,0.639133870601654
0006dcdf,0006dceb,0.6334866881370544
0006dccd,0006dcd0,0.5977689623832703
0006dcec,0006dd02,0.5402848720550537
0006dcc9,0006dcee,0.5345252752304077
0006dcec,0006dcfd,0.5181001424789429
0006dccf,0006dd02,0.3120641708374023
0006dcfa,0006dcf4,0.206070527434349
0006dce7,0006dceb,0.1983114331960678
0006dccd,0006dceb,0.1727717965841293
0006dce7,0006dced,0.1690407693386078
0006dcfe,0006dcf4,0.1528815478086471
0006dcc9,0006dcf1,0.1438769102096557
0006dcf8,0006dcf5,0.1149236187338829
0006dce7,0006dce3,0.1109557375311851
0006dccd,0006dce3,0.1001157611608505
0006dccd,0006dcea,0.0824460834264755
0006dce7,0006dcd0,0.0820023640990257
0006dcf3,0006dcea,0.0790959820151329
0006dce6,0006dceb,0.0733152851462364
0006dd00,0006dcd0,0.0721166655421257
0006dcce,0006dcf6,0.0715057626366615
0006dcec,0006dcf1,0.0653066784143447
0006dcdf,0006dce3,0.063872642815113
0006dcc8,0006dcee,0.0611714459955692
0006dcf3,0006dceb,0.0543743371963501
0006dcf8,0006dcf1,0.0502739548683166
0006dcc8,0006dcca,0.048462439328432
0006dcfa,0006dcee,0.0481618493795394
0006dccd,0006dcfb,0.0480609908699989
0006dd00,0006dce3,0.0479373037815094
0006dcc8,0006dd02,0.0471287108957767
