text_id,body_id,relation_score
0006bc2b,0006bc1c,0.9136115908622742
0006bc35,0006bc31,0.8803087472915649
0006bc34,0006bc2f,0.8577961325645447
0006bc24,0006bc1c,0.778141438961029
0006bc24,0006bc21,0.7449420094490051
0006bc35,0006bc2f,0.6483383774757385
0006bc25,0006bc28,0.6293022632598877
0006bc2c,0006bc1c,0.6214106678962708
0006bc2a,0006bc28,0.5441574454307556
0006bc2c,0006bc21,0.5169168710708618
0006bc24,0006bc2f,0.4896552860736847
0006bc34,0006bc1c,0.4866235852241516
0006bc2a,0006bc23,0.4021084308624267
0006bc25,0006bc23,0.3517104089260101
0006bc25,0006bc1c,0.3019231557846069
0006bc20,0006bc1c,0.2661481499671936
0006bc35,0006bc1c,0.2468776553869247
0006bc20,0006bc23,0.2242617011070251
0006bc24,0006bc31,0.1845386624336242
0006bc2a,0006bc1c,0.1674723029136657
0006bc20,0006bc28,0.1447737514972686
0006bc2b,0006bc2f,0.1149568930268287
0006bc20,0006bc2f,0.0905616953969001
0006bc34,0006bc31,0.0885468497872352
0006bc20,0006bc21,0.0704323351383209
0006bc25,0006bc2f,0.0689793899655342
0006bc2b,0006bc28,0.0662239342927932
0006bc2a,0006bc2f,0.0657905042171478
0006bc2a,0006bc31,0.0618725381791591
0006bc2b,0006bc31,0.0608388781547546
0006bc24,0006bc23,0.0551331862807273
0006bc2b,0006bc23,0.0551140680909156
0006bc20,0006bc31,0.0500309951603412
0006bc25,0006bc21,0.0465763323009014
0006bc35,0006bc21,0.0415567830204963
0006bc2b,0006bc21,0.0415108613669872
0006bc34,0006bc21,0.0377371162176132
0006bc25,0006bc31,0.0279672108590602
0006bc24,0006bc28,0.0209433566778898
0006bc35,0006bc23,0.0185856968164443
0006bc2a,0006bc21,0.0149078210815787
0006bc34,0006bc23,0.0107751144096255
0006bc35,0006bc28,0.0080402046442031
0006bc2c,0006bc23,0.0069436500780284
0006bc34,0006bc28,0.0065504261292517
0006bc2c,0006bc2f,0.0036069515626877
0006bc2c,0006bc28,0.0024455587845295
0006bc2c,0006bc31,0.0003643319068942
0006bc43,0006bc44,0.9576596021652222
0006bc3c,0006bc44,0.939647376537323
0006bc3a,0006bc37,0.813228964805603
0006bc3a,0006bc39,0.3263434767723083
0006bc3a,0006bc3e,0.0148522173985838
0006bc3a,0006bc46,0.0027425102889537
0006bc43,0006bc3e,0.0008844993426464
0006bc43,0006bc46,0.0002922715211752
0006bc43,0006bc39,9.965297067537904e-06
0006bc3c,0006bc39,2.163305907743052e-06
0006bc3a,0006bc44,8.330170544468274e-07
0006bc3c,0006bc37,7.130889798645512e-07
0006bc43,0006bc37,4.347920992131549e-07
0006bc3c,0006bc46,1.191227241292836e-07
